id,origin,title,author,description
2052,Canadian,Gods of Jade and Shadow,Silvia Moreno-Garcia,"The Mayan god of death sends a young woman on a harrowing, life-changing journey in this dark, ;one-of-a-kind ;fairy tale inspired by Mexican folklore.""A ..."
2053,Canadian,God Telling a Joke and Other Stories,Dave Margoshes,"""God Telling a Joke and Other Stories is a collection of new stories by the author of Bix's Trumpet and Other Stories, named Book of the Year at the ..."
2054,Canadian,Go Home Lake,Megs Beach,"In the late 1960s Penny is the youngest of four kids, known on her street as the girl with the mean brothers. She spends all year looking forward to her ..."
2055,Canadian,Going Ashore,Mavis Gallant,"One of the world's great short-story writers emerges with a selection of stories from her past, a trove of hidden treasures.Mavis Gallant moved from Montreal ..."
2056,Canadian,Going Back Home,Marie Hess,"Written by a Mohawk Institute Residential School survivor, this is a fierce and candid story that reveals the heartbreaking trauma of that tragic time in our ..."
2057,Canadian,Going Down Slow,John Metcalf,"First published in 1972,Going Down Slow is an intense and very funny novel about one mans attempt to maintain his sanity, and his sense of humour, in the face ..."
2058,Canadian,Going Dutch,James Gregor,"ONE OF ENTERTAINMENT WEEKLY'S 10 BEST DEBUT NOVELS OF THE YEAR""In this intelligent, entertaining and elegantly written novel, James Gregor pulls off ..."
2059,Canadian,Going Fast,Elaine McCluskey,"In this punchy, uproarious romp of a novel, the Halifax boxing world ó peopled with has-beens, wannabes, and posers dressed in spandex, leopard prints, and ..."
2060,Canadian,Going Fly,Christian McPherson,Christian McPherson's second collection of short stories serves up a boozy menu of mixed cocktails. Whether it be funny twisted tales of suburban marriages on ...
2061,Canadian,Going Home Again,Dennis Bock,"Shortlisted for the 2013 Scotiabank Giller Prize for Fiction! A wrenching and dramatic story that explores the fabric of family: sibling rivalries, marriages ..."
2062,Canadian,Going Out With a Bang,Joan Boswell,"Do not go gentle into that good night, wrote Dylan Thomas, and Canadas notorious Ladies Killing Circle has taken his advice to heart. In Going Out With a Bang, ..."
2063,Canadian,Goldberg Variations,Nancy Huston,"Nancy Huston describes GOLDBERG VARIATIONS:""Suppose you invite thirty people to your home, people whom you love or have loved, to listen to you perform Bach's ..."
2064,Canadian,Gold Digger,Vicki Delany,"Book One of the Klondike Mystery Series by Vicki Delany!It's the spring of 1898, and Dawson, Yukon Territory, is the most exciting town in North America. The ..."
2065,Canadian,Golden Metis,Flynn Ell,"In 1883, a Metis man travels the Dakotas as a skilled horseman and baffalo hunter. At a time when 'mixed bloods' are viewed with suspicion, he passes as a ..."
2066,Canadian,Gold Fever,Vicki Delany,"Book Two of the Klondike Mystery Series by Vicki Delany! A newcomer to town has secrets Fiona doesn't want revealed""¶ Its the spring of 1898, and ..."
2067,Canadian,"Goldfish Dancer, The",Patricia Robertson,This startlingly original collection was shortlisted for the inaugural Metcalf-Rooke Award. Set in locales and time periods as varied as nineteenth century ...
2068,Canadian,Gold Mountain Blues,Ling Zhang,In the epic storytelling tradition of Amy Tan and Jiang Rong comes Gold   Mountain Blues  . This rich saga chronicles the lives of five generations of a ...
2069,Canadian,Gold Web,Vicki Delany,The fourth in Delany's Klondike Mystery series is a madcap romp through the mud of 1898 Dawson City. Book Four of the Klondike Mystery Series by Vicky ...
2070,Canadian,"Goliath Run, The",Brad Smith,"When a deranged loner kills twenty-six people in a Pennsylvania schoolyard, the country is stunned and devastated. Among those catatonic with grief is Jo ..."
2071,Canadian,Gone South and Other Ways to Disappear,Julia Leggett,"A collection of eight sharply imaginative short stories that focus on women's relationships with their bodies, their lovers, their female friends and their ..."
2072,Canadian,Gone to Pot,Jennifer Craig,"After losing her job and learning she might also lose her house because of a bad investment, Jess, a fiercely independent and hilariously wry BC grandma, ..."
2073,Canadian,Good Citizens Need Not Fear,Maria Reva,"""Bang-on brilliant."" óMiriam Toews""Luminous"" óYann Martel""Outstanding."" óAnthony Doerr""Bright, funny, satirical and relevant. . . . A new talent to ..."
2074,Canadian,"Good Evening, Central Laundromat",Jason Heroux,What if your best friend's ghost was still hanging around town? What if your girlfriend mysteriously lost her voice and didn't seem to care? What if a ...
2075,Canadian,Good Intentions,Joy Fielding,"New York Times bestselling author returns with a powerful novel about marriage, friendship, betrayal and good intentions.Lynn Schuster didn't expect the ..."
2076,Canadian,"Good Lie, The",D.F. Bailey,"As Paul Wakefield paddles his kayak across Mouat Channel off Vancouver Island, he hears the engine of a yacht cutting through the fog toward him. In an ..."
2077,Canadian,Good Morning Comrades!,Ondjaki,"Luanda, Angola, 1990. Ndalu is a normal twelve-year-old boy in an extraordinary time and place. Like his friends, he enjoys laughing at his teachers, avoiding ..."
2078,Canadian,Good Mothers Don't,Laura Best,"It's 1960, and Elizabeth has a good life. A husband who takes care of her, two healthy children, a farm in the Forties Settlement. But Elizabeth is slowly ..."
2079,Canadian,Goodnight from London,Jennifer Robson,From USA Today bestselling author Jennifer Robsonóauthor of Moonlight Over Paris and Somewhere in Franceócomes a lush historical novel that tells the ...
2080,Canadian,Goodnight Sunshine,Mark Cameron,"Sleepwalking through life on a quiet island near Seattle, Oliver Bruce is struck twice in one day. Emerging unscathed from an accident that leaves his SUV a ..."
2081,Canadian,Good to a Fault,Marina Endicott,"In a moment of self-absorption, Clara Purdy's life takes a sharp left turn when she crashes into a beat-up car carrying an itinerant family of six. The Gage ..."
2082,Canadian,Goody Two-Shoes and other 18th-century British stories,Henry M Wallace,"Short stories, as this anthology demonstrates, can help just as much, if not more, than novels and poems, to get a sense of the 18th century. They feature the ..."
2083,Canadian,Got No Secrets,Danila Botha,A South African copywriter is transplanted to the urban jungle of Manhattan. A recovering rape victim tries to resume a normal life. A Toronto nurse cuts ...
2084,Canadian,Got 'til it's Gone,Larry Duplechan,"Winner of a Lambda Literary Award (gay romance)As funny, warm, and sexy as its protagonist, Got 'til it's Gone is the first novel by Larry Duplechan in fifteen ..."
2085,Canadian,Governor Of The Northern Province,Randy Boyagoda,"Sam Bokarie is an ex""ìAfrican warlord who moves to small-town Canada to capitalize on its zealous hospitality. Based in part on a notoriously vicious figure, ..."
2086,Canadian,Goya's Dog,Damian Tarnopolsky,"A stunning, darkly comic consideration of love, grief, the appeal of gin, and the artist's role in times of war. Edward Dacres is an unforgettable anti-hero, a ..."
2087,Canadian,Grace,Vanessa Smith,"Why is desire so irresistible? This is the question that faces Grace, a rebellious young dreamer who takes a long-awaited leap of faith when she meets a ..."
2088,Canadian,Gracelessland,Adam Lindsay Honsinger,"Overwhelmed by anxiety, his mother's declining mental health and the mysterious disappearance of his father, Kepler Pressler breaks into the local zoo and ..."
2089,Canadian,Grace River,Rebecca Hendry,"Grace River is a smelter town in the interior of B.C. where most people who live there are born and bred, and everyone is either employed by AXIS or knows ..."
2090,Canadian,Grammatical Dreams,Murray Pomerance,"Grammatical Dreams presents a series of luxuriant, linguistic, dream-like tales that might almost remind one of Scheherazade'sOne Thousand and One Nights. ..."
2091,Canadian,Grand Menteur,Jean Marc Ah-Sen,"Globe and Mail Best 100 Book of 2015The secret world of Mauritian street-gangs is not for the faint of heart. Fraught with peril and mischief, its inner ..."
2092,Canadian,"Grandmother, Laughing",Armin Wiebe,"Until she met Obrum Kehler, serious Sarah Sudermann had never laughed. Her mother said she always reached for the black things first. As a young girl, she was ..."
2093,Canadian,Grandpere,Janet Romain,"Anzel, a widow in her sixties, lives quietly on her small farm with her grandfather, a Carrier elder from Northern BC. Grandpere and Anzel pass the time ..."
2094,Canadian,Granite,Pat Mestern,Lish MacPherson believes she is running from something - a job working for a corrupt firm that bilks seniors out of their estates. But she doesn't realize ...
2095,Canadian,Granma Nineteen and the Soviet's Secret,Ondjaki,"One of Africa39 's Top Writers Under 40WINNER of the EUR25,000 Jose Saramago Literary Prize""Ondjaki's voice recalls Luandino Vieira in its boundless energy.""- ..."
2096,Canadian,Grass Beyond the Mountains,Richmond P. Hobson,"The first in a trilogy, Grass Beyond the Mountains is a story of discovery and endurance on North America's western frontier by three good old-fashioned ..."
2097,Canadian,"Grass People, The",Kay Parley,The grass people have forgotten how to listen and follow the Way; the elves and fairies have disappeared from the tall prairie grasses. Their once idyllic ...
2098,Canadian,Gratitude,Joseph Kertes,"March 1944: War's darkest period descends upon Hungary's Jews. By the time it ends, over half a million Jews will have been murdered. Gratitude tells the story ..."
2099,Canadian,Grayling,Gillian Wigmore,""" . . . a spirited journey story I found as irresistible as the powerful river that carries us through the beautiful and treacherous northern landscape.""""ì ..."
2100,Canadian,Grayling Cross,Gayleen Froese,"Psychic Anna Gareau and public relations expert Collie Kostyna keep things quiet for local magicians and for their biggest client, an underground supernatural ..."
2101,Canadian,Great Cape Breton Storytelling,Ronald Caplan,"From a lifetime of collecting, Ron Caplan offers tales from the rare complex of Cape Breton Island. From a grim sealing trek to a mother's courage in a ..."
2102,Canadian,Great Village,Mary Rose Donnelly,"Retired schoolteacher Flossy O'Reilly has spent almost all of her eight decades in the seaside community of Great Village, Nova Scotia. It is now a quiet ..."
2103,Canadian,Greedy Little Eyes,Billie Livingston,"In Greedy Little Eyes, award-winning writer Billie Livingston explores the universal craving for connection, both emotional and physical. A Vintage Canada ..."
2104,Canadian,"Green and Purple Skin of the World, The",Paulo da Costa,"""In any skin purple is a heavy tone that penetrates to the core.""paulo da costa's stories get under your skin, bruise your consciousness with their exploration ..."
