id,origin,book,details,character_count,word_count
6834,Canadian,Spelling Mississippi by Marnie Woodrow ,"Spelling Mississippi by Marnie Woodrow : From an acclaimed short-story writer, a blazingly intelligent and humorous debut novel that is set in New Orleans and tells the story of two strangers whose paths first cross on the remarkable banks of the Mississippi. Cleo, a Canadian on holiday in New Orleans, is sitting alone in the French Quarter late one night, dreamily watching the river's lazy progress. Suddenly, a woman clad in full evening dress, from rhinestone tiara to high heels, takes a running leap off the wharf into the Mississippi. Cleo watches, astonished, then turns and runs, mistakenly assuming the jumper is dead -- a suicide. But Madeline, it turns out, is not bent on suicide. She is irresistibly drawn to water, as is Cleo, who was conceived during the great flood in Florence in 1966. Perhaps it is this shared obsession with the murky depths that fuels Cleo's determination to find Madeline. She pounds the quaint streets of New Orleans, city of cheap bourbon, rich turtle soup, the scent of magnolias and A Streetcar Named Desire.: nan",,
6837,Canadian,The Book of Secrets by M.G. Vassanji,"The Book of Secrets by M.G. Vassanji: In 1988, a retired schoolteacher named Pius Fernandes receives an old diary found in the back room of an East African shop. Written in 1913 by a British colonial administrator, the diary captivates Fernandes, who begins to research the coded history he encounters in its terse, laconic entries. What he uncovers is a story of forbidden liaisons and simmering vengeances, family secrets and cultural exiles--a story that leads him on an investigative journey through his own past and Africa's.: nan",,
6839,Canadian,The Time in Between by David Bergen,"The Time in Between by David Bergen: In search of love, absolution, or forgiveness, Charles Boatman leaves the Fraser Valley of British Columbia and returns mysteriously to Vietnam, the country where he fought twenty-nine years earlier as a young, reluctant soldier. But his new encounters seem irreconcilable with his memories. When he disappears, his daughter Ada, and her brother, Jon, travel to Vietnam, to the streets of Danang and beyond, to search for him. Their quest takes them into the heart of a country that is at once incomprehensible, impassive, and beautiful. Chasing her father's shadow for weeks, following slim leads, Ada feels increasingly hopeless. Yet while Jon slips into the urban nightlife to avoid what he most fears, Ada finds herself growing closer to her missing father -- and strong enough to forgive him and bear the heartbreaking truth of his long-kept secret.: nan",,
6840,Canadian,Rebent Sinner by Ivan Coyote,"Rebent Sinner by Ivan Coyote: In their latest book, Ivan takes on the patriarchy and the political, as well as the intimate and the personal in these beguiling and revealing stories of what it means to be trans and non-binary today, at a time in their life when they must carry the burden of heartbreaking history with them, while combatting those who would misgender them or deny their very existence. These stories span thirty years of tackling TERFs, legislators, and bathroom police, sure, but there is joy and pleasure and triumph to be found here too, as Ivan pays homage to personal heroes like the late Leslie Feinberg while gently guiding younger trans folk to prove to themselves that there is a way out of the darkness. Rebent Sinner is the work of an accomplished artist whose plain truths about their experience will astound readers with their utter, breathtaking humanity.: nan",,
6845,Canadian,The Marrow Thieves by Cherie Dimaline,"The Marrow Thieves by Cherie Dimaline: Just when you think you have nothing left to lose, they come for your dreams. Humanity has nearly destroyed its world through global warming, but now an even greater evil lurks. The indigenous people of North America are being hunted and harvested for their bone marrow, which carries the key to recovering something the rest of the population has lost: the ability to dream. In this dark world, Frenchie and his companions struggle to survive as they make their way up north to the old lands. For now, survival means staying hidden - but what they don't know is that one of them holds the secret to defeating the marrow thieves.: nan",,
6847,Canadian,Sweetness in the Belly by Camilla Gibb,"Sweetness in the Belly by Camilla Gibb: Lilly, the main character of Camilla Gibb's stunning new novel, has anything but a stable childhood. The daughter of English/Irish hippies, she was born in Yugoslavia, breast-fed in the Ukraine, weaned in Corsica, freed from nappies in Sicily and walking by the time [they] got to the AlgarveÂ The family's nomadic adventure ends in Tangier when Lilly's parents are killed in a drug deal gone awry. Orphaned at eight, Lilly is left in the care of a Sufi sheikh, who shows her the way of Islam through the Qur'an. When political turmoil erupts, Lilly, now sixteen, is sent to the ancient walled city of Harar, Ethiopia, where she stays in a dirt-floored compound with an impoverished widow named Nouria and her four children.: nan",,
6853,Canadian,How Should a Person Be?  by Sheila Heti,"How Should a Person Be?  by Sheila Heti: Reeling from a failed marriage, Sheila, a playwright, finds herself unsure of how to live and create. When Margaux, a talented painter and free spirit, and Israel, a sexy and depraved artist, enter her life, Sheila hopes that through observation of her new friend, her new lover and herself, she might regain her footing.: nan",,
6857,Canadian,Cereus Blooms at Night by Shani Mootoo,"Cereus Blooms at Night by Shani Mootoo: Shani Mootoo's haunting debut took the international literary world by storm. A Book Sense selection and a finalist for the Giller Prize, the Chapters/Books in Canada First Novel Award, and the Ethel Wilson Fiction Prize,Cereus Blooms at Night is an exquisite cross-generational history filled with thrilling passion and alluring mystery.  Set in the fictional Caribbean town of Paradise,Cereus Blooms at Night unveils the mystery surrounding Mala Ramchandin, an aging, notoriously crazy woman suspected of murdering her father. When a judge finds Mala unfit to stand trial, she is delivered, frail and mute, to the Paradise Alms House and into the care of Tyler, a vivacious male nurse, who becomes the unlikely storyteller of Mala's extraordinary life. In luminous, sensual prose, Mootoo explores identity, gender, and violence in a celebration of our capacity to love despite cruelty and despair.: nan",,
6858,Canadian,The Wives of Bath by Susan Swan,"The Wives of Bath by Susan Swan: Swan's international bestselling novel The Wives of Bath, is both a shocking Gothic tale about a murder in a girls' boarding school and an adolescent confession. Mouse and Paulie, reluctant fourteen-year-old boarders at Bath Ladies College, are confronted by the slippery quest for one small, vital thing: the thing that definitively makes boys different from girls. The novel was made into the feature film Lost and Delirious, shown in 34 countries. Since the film's debut, young women all over the world have role-played the parts of Mouse, Tory and Paulie on the Lost and Delirious website.: nan",,
6859,Canadian,The Apprenticeship of Duddy Kravitz by Mordecai Richler,"The Apprenticeship of Duddy Kravitz by Mordecai Richler: The Apprenticeship of Duddy Kravitz is the novel that established Mordecai Richler as one of the world's best comic writers. Growing up in the heart of Montreal's Jewish ghetto, Duddy Kravitz is obsessed with his grandfather's saying, A man without land is nothing.Â In his relentless pursuit of property and his drive to become a somebody, he will wheel and deal, he will swindle and forge, he will even try making movies. And in spite of the setbacks he suffers, the sacrifices he must make along the way, Duddy never loses faith that his dream is worth the price he must pay. This blistering satire traces the eventful coming-of-age of a cynical dreamer. Amoral, inventive, ruthless, and scheming, Duddy Kravitz is one of the most magnetic anti-heroes in literature, a man who learns the hard way that dreams are never exactly what they seem, even when they do come true.: nan",,
6860,Canadian,The Cure for Death by Lightning by Gail Anderson-Dargatz,"The Cure for Death by Lightning by Gail Anderson-Dargatz: The cure for death by lightning was handwritten in thick, messy blue ink in my mother's scrapbook, under the recipe for my father's favourite oatcakes: Dunk the dead by lightning in a cold water bath for two hours and if still dead, add vinegar and soak for an hour more. So begins Gail Anderson-Dargatz's extraordinary first novel, a seductive and thrilling book that captures the heart and imagination, as filled with the magic and mystery of life as it is with its lurking evils and gut-wrenching hardships. The Cure for Death by Lightning sold more than a staggering 100,000 copies in Canada alone and became a bestseller in Great Britain, later to be published in the United States and Europe. It was nominated for the Giller Prize, the richest fiction prize in Canada, and received a Betty Trask Award in the U.K.: nan",,
6864,Canadian,All That Matters by Wayson Choy,"All That Matters by Wayson Choy: The novel opens in 1951 with Abraham Okimasis's victory in ""The World Championship Dog Derby,"" a major dog-sled race. Part of his prize is a kiss from the winner of a local beauty pageant, a young white woman with the title of Fur Queen. This touch of white culture indelibly marks the lives of Abraham's sons, Jeremiah and Gabriel, who grow into acclaimed artists attempting to work within white, European traditions while retaining the influence of Native culture. The novel follows the boys from the idyllic innocence of their Cree childhood through a forced relocation to an abusive residential school to their lives as young artists attempting to discover how far their natural talents can take them. Highway frankly depicts the abuse of Native students at the hands of the Catholic priests who run the residential schools, but falls short of overt condemnation. This startling material is tempered, in a remarkably skilful manipulation of prose, by an almost complete lack of editorial intrusion by the sympathetic narrator.: nan",,
6865,Canadian,The Wars by Timothy Findley,"The Wars by Timothy Findley: The Wars (1977) vividly evokes the sheer carnage and waste of the Great War, with its ritual sacrifice of youth, beauty, and goodness; the novel also juxtaposes military and domestic wars in its examination of gender conflict and the sexual battles which rage in the Ross and d'Orsey households.: nan",,
